0 0 8
0 1 1
0 2 1
0 3 1
0 4 10
0 5 10
0 6 3
0 7 6
0 8 19
0 9 2
0 10 11
0 11 10
0 12 4
0 13 4
0 14 11
0 15 2

1 0 3
1 1 1
1 2 5
1 3 4
1 4 18
1 5 5
1 6 16
1 7 19
1 8 18
1 9 6
1 10 15
1 11 7
1 12 20
1 13 6
1 14 4
1 15 1

2 0 4
2 1 2
2 2 9
2 3 22
2 4 19
2 5 19
2 6 19
2 7 20
2 8 18
2 9 10
2 10 20
2 11 20
2 12 21
2 13 44
2 14 103
2 15 6

3 0 2
3 1 5
3 2 12
3 3 26
3 4 5
3 5 33
3 6 39
3 7 22
3 8 20
3 9 21
3 10 21
3 11 22
3 12 20
3 13 21
3 14 1
3 15 16

4 0 29
4 1 19
4 2 20
4 3 56
4 4 36
4 5 25
4 6 24
4 7 21
4 8 21
4 9 21
4 10 21
4 11 21
4 12 21
4 13 22
4 14 22
4 15 21

5 0 9
5 1 2
5 2 22
5 3 1
5 4 55
5 5 22
5 6 22
5 7 21
5 8 20
5 9 21
5 10 21
5 11 21
5 12 21
5 13 22
5 14 22
5 15 20

6 0 18
6 1 3
6 2 23
6 3 40
6 4 32
6 5 22
6 6 20
6 7 20
6 8 21
6 9 21
6 10 21
6 11 21
6 12 21
6 13 21
6 14 21
6 15 20

7 0 21
7 1 21
7 2 22
7 3 29
7 4 20
7 5 20
7 6 20
7 7 20
7 8 20
7 9 20
7 10 21
7 11 21
7 12 21
7 13 21
7 14 21
7 15 22

8 0 20
8 1 20
8 2 20
8 3 20
8 4 20
8 5 20
8 6 20
8 7 20
8 8 20
8 9 20
8 10 20
8 11 20
8 12 20
8 13 21
8 14 20
8 15 20

9 0 20
9 1 19
9 2 19
9 3 19
9 4 20
9 5 19
9 6 19
9 7 19
9 8 19
9 9 19
9 10 19
9 11 19
9 12 19
9 13 20
9 14 20
9 15 20

10 0 13
10 1 19
10 2 19
10 3 19
10 4 19
10 5 19
10 6 18
10 7 18
10 8 18
10 9 18
10 10 18
10 11 19
10 12 19
10 13 19
10 14 20
10 15 19

11 0 2
11 1 20
11 2 19
11 3 19
11 4 18
11 5 18
11 6 18
11 7 18
11 8 17
11 9 17
11 10 17
11 11 18
11 12 18
11 13 20
11 14 53
11 15 19

12 0 3
12 1 17
12 2 20
12 3 19
12 4 18
12 5 18
12 6 17
12 7 17
12 8 17
12 9 17
12 10 17
12 11 18
12 12 26
12 13 54
12 14 20
12 15 43

13 0 1
13 1 4
13 2 19
13 3 20
13 4 19
13 5 18
13 6 18
13 7 17
13 8 16
13 9 17
13 10 17
13 11 20
13 12 42
13 13 40
13 14 9
13 15 3

14 0 2
14 1 1
14 2 1
14 3 16
14 4 1
14 5 8
14 6 3
14 7 4
14 8 4
14 9 17
14 10 13
14 11 20
14 12 57
14 13 1
14 14 4
14 15 1

15 0 5
15 1 10
15 2 2
15 3 14
15 4 1
15 5 1
15 6 4
15 7 2
15 8 17
15 9 17
15 10 28
15 11 41
15 12 5
15 13 7
15 14 10
15 15 1

